INCIDENT INFO,Longitude,Latitude,DewPoint,RelativeHumidity,WindDirection,WindSpeed,Visibility,Pressure,Weather,cluster_label
114 Avenue and 52 Street SE,-113.958466,50.95036039,-0.6,60,0,1,64.4,87.37,Mainly Clear ,8
114 Avenue and 52 Street SE,-113.958466,50.95036039,-0.6,60,0,1,64.4,87.37,Mainly Clear ,8
114 Avenue and 52 Street SE,-113.9586708,50.95059537,-16.7,81,1,12,2,88.3, ,8
114 Avenue and 52 Street SE,-113.9586708,50.95059537,-16.7,81,1,12,2,88.3, ,8
114 Avenue and 52 Street SE,-113.9586708,50.95059537,-16.7,81,1,12,2,88.3, ,8
114 Avenue and 52 Street SE,-113.9586708,50.95059537,-16.7,81,1,12,2,88.3, ,8
114 Avenue and 52 Street SE,-113.9586708,50.95059537,-16.7,81,1,12,2,88.3, ,8
114 Avenue and 52 Street SE,-113.9586708,50.95059537,-16.7,81,1,12,2,88.3, ,8
114 Avenue and 52 Street SE,-113.9586708,50.95059537,-16.7,81,1,12,2,88.3, ,8
Northbound 52 Street at New Brighton Drive SE,-113.9579785,50.92543806,-6.3,64,18,14,40.2,88.41,Mostly Cloudy ,6
Northbound 52 Street at New Brighton Drive SE,-113.9579785,50.92543806,-6.3,64,18,14,40.2,88.41,Mostly Cloudy ,6
Northbound 52 Street at New Brighton Drive SE,-113.9580438,50.92518142,4.2,22,17,37,56.3,88.83,26,6
Northbound 52 Street at New Brighton Drive SE,-113.9580438,50.92518142,4.2,22,17,37,56.3,88.83,26,6
52 Street and 90 Avenue SE,-113.9585181,50.97239798,-6.3,75,20,23,64.4,88.65,Clear ,8
52 Street and 90 Avenue SE,-113.9585181,50.97239798,-6.3,75,20,23,64.4,88.65,Clear ,8
52 Street and 90 Avenue SE,-113.9585181,50.97239798,-6.3,75,20,23,64.4,88.65,Clear ,8
52 Street and 90 Avenue SE,-113.9585181,50.97239798,-6.3,75,20,23,64.4,88.65,Clear ,8
52 Street and 90 Avenue SE,-113.9585181,50.97239798,-6.3,75,20,23,64.4,88.65,Clear ,8
52 Street and 90 Avenue SE,-113.9592036,50.9723512,-6.3,75,20,23,64.4,88.65,Clear ,8
52 Street and 90 Avenue SE,-113.9592036,50.9723512,-6.3,75,20,23,64.4,88.65,Clear ,8
52 Street and 90 Avenue SE,-113.9592036,50.9723512,-6.3,75,20,23,64.4,88.65,Clear ,8
52 Street and 90 Avenue SE,-113.9592036,50.9723512,-6.3,75,20,23,64.4,88.65,Clear ,8
52 Street and 90 Avenue SE,-113.9592036,50.9723512,-6.3,75,20,23,64.4,88.65,Clear ,8
52 Street and 90 Avenue SE,-113.9592036,50.9723512,3.2,68,34,11,24.1,89.02,Mostly Cloudy ,8
52 Street and 90 Avenue SE,-113.9592036,50.9723512,3.2,68,34,11,24.1,89.02,Mostly Cloudy ,8
52 Street and 90 Avenue SE,-113.9592036,50.9723512,3.2,68,34,11,24.1,89.02,Mostly Cloudy ,8
52 Street and 90 Avenue SE,-113.9592036,50.9723512,3.2,68,34,11,24.1,89.02,Mostly Cloudy ,8
52 Street and 90 Avenue SE,-113.9592036,50.9723512,3.2,68,34,11,24.1,89.02,Mostly Cloudy ,8
52 Street and 90 Avenue SE,-113.9585008,50.97231113,3,91,2,8,8.1,87.96, ,8
52 Street and 90 Avenue SE,-113.9585008,50.97231113,3,91,2,8,8.1,87.96, ,8
52 Street and 90 Avenue SE,-113.9585008,50.97231113,3,91,2,8,8.1,87.96, ,8
52 Street and 90 Avenue SE,-113.9585008,50.97231113,3,91,2,8,8.1,87.96, ,8
52 Street and 90 Avenue SE,-113.9585008,50.97231113,3,91,2,8,8.1,87.96, ,8
52 Street and 90 Avenue SE,-113.9592036,50.9723512,-27,60,6,5,24.1,88.55,Mainly Clear ,8
52 Street and 90 Avenue SE,-113.9592036,50.9723512,-27,60,6,5,24.1,88.55,Mainly Clear ,8
52 Street and 90 Avenue SE,-113.9592036,50.9723512,-27,60,6,5,24.1,88.55,Mainly Clear ,8
52 Street and 90 Avenue SE,-113.9592036,50.9723512,-27,60,6,5,24.1,88.55,Mainly Clear ,8
52 Street and 90 Avenue SE,-113.9592036,50.9723512,-27,60,6,5,24.1,88.55,Mainly Clear ,8
Southbound 52 Street at 90 Avenue SE,-113.9586424,50.97234031,-6.3,75,20,23,64.4,88.65,Clear ,8
Southbound Glenmore Trail at 52 Street SE,-113.9589838,50.97924795,-4.8,81,34,23,24.1,87.57,Clear ,8
Northbound Deerfoot Trail south of Seton Boulevard SE,-113.971644,50.8918285,-6.3,87,19,8,24.1,88.43,Clear ,6
52 Street and 106 Avenue SE,-113.9589582,50.95784607,-12.3,87,23,19,9.7,89.46, ,8
52 Street and Mahogany Street SE,-113.9433315,50.8965613,-8.5,93,9,18,6.4,87.43,Mainly Clear ,6
52 Street and Mahogany Street SE,-113.9433315,50.8965613,-8.5,93,9,18,6.4,87.43,Mainly Clear ,6
52 Street and Mahogany Street SE,-113.9433315,50.8965613,-8.5,93,9,18,6.4,87.43,Mainly Clear ,6
52 Street and Mahogany Street SE,-113.9433315,50.8965613,-8.5,93,9,18,6.4,87.43,Mainly Clear ,6
52 Street and Mahogany Street SE,-113.9433315,50.8965613,-6.6,84,36,28,22.5,87.76,Snow Showers ,6
52 Street and Mahogany Street SE,-113.9433315,50.8965613,-6.6,84,36,28,22.5,87.76,Snow Showers ,6
52 Street and Mahogany Street SE,-113.9433315,50.8965613,-6.6,84,36,28,22.5,87.76,Snow Showers ,6
52 Street and Mahogany Street SE,-113.9433315,50.8965613,-6.6,84,36,28,22.5,87.76,Snow Showers ,6
