INCIDENT INFO,Longitude,Latitude,DewPoint,RelativeHumidity,WindDirection,WindSpeed,Visibility,Pressure,Weather,cluster_label
Eastbound Anderson Road approaching Acadia Drive SE,-114.0441396,50.94833141,-8.8,74,36,2,24.1,88.02,Mostly Cloudy ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0441396,50.94833141,-8.8,74,36,2,24.1,88.02,Mostly Cloudy ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0441299,50.94809372,4.8,67,36,19,64.4,89.29,Cloudy ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0441299,50.94809372,4.8,67,36,19,64.4,89.29,Cloudy ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0441299,50.94809372,4.8,67,36,19,64.4,89.29,Cloudy ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0441299,50.94809372,4.8,67,36,19,64.4,89.29,Cloudy ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0441299,50.94809372,4.8,67,36,19,64.4,89.29,Cloudy ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0441299,50.94809372,4.8,67,36,19,64.4,89.29,Cloudy ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0449379,50.94810321,-3.3,20,28,35,64.4,88.8,Mostly Cloudy ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0449379,50.94810321,-3.3,20,28,35,64.4,88.8,Mostly Cloudy ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0449379,50.94810321,-3.3,20,28,35,64.4,88.8,Mostly Cloudy ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0449379,50.94810321,-3.3,20,28,35,64.4,88.8,Mostly Cloudy ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0449379,50.94810321,-3.3,20,28,35,64.4,88.8,Mostly Cloudy ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0449379,50.94810321,-3.3,20,28,35,64.4,88.8,Mostly Cloudy ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0469358,50.94807851,-15.4,67,1,18,48.3,88.82,Mainly Clear ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0469358,50.94807851,-15.4,67,1,18,48.3,88.82,Mainly Clear ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0469358,50.94807851,-15.4,67,1,18,48.3,88.82,Mainly Clear ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0469358,50.94807851,-15.4,67,1,18,48.3,88.82,Mainly Clear ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0469358,50.94807851,-15.4,67,1,18,48.3,88.82,Mainly Clear ,11
Eastbound Anderson Road approaching Acadia Drive SE,-114.0469358,50.94807851,-15.4,67,1,18,48.3,88.82,Mainly Clear ,11
Westbound Canyon Meadows Drive at Macleod Trail SW,-114.068694,50.93150295,-8.3,60,36,16,64.4,89.19,Mainly Clear ,10
Westbound Canyon Meadows Drive at Macleod Trail SW,-114.068694,50.93150295,-8.3,60,36,16,64.4,89.19,Mainly Clear ,10
Westbound Canyon Meadows Drive at Macleod Trail SW,-114.0686096,50.93148341,-8.3,60,36,16,64.4,89.19,Mainly Clear ,10
Westbound Canyon Meadows Drive at Macleod Trail SW,-114.0686096,50.93148341,-8.3,60,36,16,64.4,89.19,Mainly Clear ,10
Southland Drive and 24 Street SW,-114.117953,50.96125572,-8.3,60,36,16,64.4,89.19,Mainly Clear ,9
Southland Drive and 24 Street SW,-114.117953,50.96125572,-8.3,60,36,16,64.4,89.19,Mainly Clear ,9
Southland Drive and 24 Street SW,-114.117953,50.96125572,-8.3,60,36,16,64.4,89.19,Mainly Clear ,9
Southland Drive and 24 Street SW,-114.117953,50.96125572,-8.3,60,36,16,64.4,89.19,Mainly Clear ,9
Southland Drive and 24 Street SW,-114.1185313,50.96136248,9,48,15,15,9.7,88.66,Smoke ,9
Southland Drive and 24 Street SW,-114.1185313,50.96136248,9,48,15,15,9.7,88.66,Smoke ,9
Southland Drive and 24 Street SW,-114.1185313,50.96136248,9,48,15,15,9.7,88.66,Smoke ,9
Southland Drive and 24 Street SW,-114.1185313,50.96136248,9,48,15,15,9.7,88.66,Smoke ,9
Southland Drive and 24 Street SW,-114.1185313,50.96136248,-9,78,36,1,64.4,88.36,Mainly Clear ,9
Southland Drive and 24 Street SW,-114.1185313,50.96136248,-9,78,36,1,64.4,88.36,Mainly Clear ,9
Southland Drive and 24 Street SW,-114.1185313,50.96136248,-9,78,36,1,64.4,88.36,Mainly Clear ,9
Southland Drive and 24 Street SW,-114.1185313,50.96136248,-9,78,36,1,64.4,88.36,Mainly Clear ,9
Southland Drive and 24 Street SW,-114.1185313,50.96136248,-6.1,73,21,9,64.4,87.77,Cloudy ,9
Southland Drive and 24 Street SW,-114.1185313,50.96136248,-6.1,73,21,9,64.4,87.77,Cloudy ,9
Southland Drive and 24 Street SW,-114.1185313,50.96136248,-6.1,73,21,9,64.4,87.77,Cloudy ,9
Southland Drive and 24 Street SW,-114.1185313,50.96136248,-6.1,73,21,9,64.4,87.77,Cloudy ,9
Westbound Stoney Trail at Chaparral Boulevard SE,-114.0289709,50.89297242,-8.3,60,36,16,64.4,89.19,Mainly Clear ,10
Southbound Deerfoot Trail at Southland Drive SE,-114.0332096,50.96688616,-3.3,85,35,5,24.1,89.24,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0332096,50.96688616,-3.3,85,35,5,24.1,89.24,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0332096,50.96688616,-3.3,85,35,5,24.1,89.24,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0332096,50.96688616,-3.3,85,35,5,24.1,89.24,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0332096,50.96688616,-3.3,85,35,5,24.1,89.24,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0332096,50.96688616,-3.3,85,35,5,24.1,89.24,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0332096,50.96688616,-3.3,85,35,5,24.1,89.24,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0332096,50.96688616,-3.3,85,35,5,24.1,89.24,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0334819,50.96730438,16.9,56,13,30,24.1,89.59,31,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0334819,50.96730438,16.9,56,13,30,24.1,89.59,31,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0334819,50.96730438,16.9,56,13,30,24.1,89.59,31,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0334819,50.96730438,16.9,56,13,30,24.1,89.59,31,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0334819,50.96730438,16.9,56,13,30,24.1,89.59,31,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0334819,50.96730438,16.9,56,13,30,24.1,89.59,31,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0334819,50.96730438,16.9,56,13,30,24.1,89.59,31,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0334819,50.96730438,16.9,56,13,30,24.1,89.59,31,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0383797,50.97212008,-13.1,85,14,8,4.8,90.37, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0383797,50.97212008,-13.1,85,14,8,4.8,90.37, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0383797,50.97212008,-13.1,85,14,8,4.8,90.37, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0383797,50.97212008,-13.1,85,14,8,4.8,90.37, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0383797,50.97212008,-13.1,85,14,8,4.8,90.37, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0383797,50.97212008,-13.1,85,14,8,4.8,90.37, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0383797,50.97212008,-13.1,85,14,8,4.8,90.37, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0383797,50.97212008,-13.1,85,14,8,4.8,90.37, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0349024,50.96894677,-3.8,42,8,5,64.4,88.49,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0349024,50.96894677,-3.8,42,8,5,64.4,88.49,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0349024,50.96894677,-3.8,42,8,5,64.4,88.49,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0349024,50.96894677,-3.8,42,8,5,64.4,88.49,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0349024,50.96894677,-3.8,42,8,5,64.4,88.49,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0349024,50.96894677,-3.8,42,8,5,64.4,88.49,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0349024,50.96894677,-3.8,42,8,5,64.4,88.49,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0349024,50.96894677,-3.8,42,8,5,64.4,88.49,Mostly Cloudy ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.036222,50.97058953,2.7,22,27,22,64.4,87.96,Mainly Clear ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.036222,50.97058953,2.7,22,27,22,64.4,87.96,Mainly Clear ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.036222,50.97058953,2.7,22,27,22,64.4,87.96,Mainly Clear ,11
