X,Y
50.90383833,-114.0663152
50.96289872,-114.0295779
50.96169623,-114.0864534
50.9084697,-113.9618241
50.96678884,-113.9243991
50.96640422,-113.9734945
51.1465502,-113.9601873
51.03322009,-113.9628303
51.0831482,-113.9571327
51.10797625,-114.0423585
51.09453655,-114.1647463
51.02860231,-114.0641064
