INCIDENT INFO,Longitude,Latitude,DewPoint,RelativeHumidity,WindDirection,WindSpeed,Visibility,Pressure,Weather,cluster_label
19 Street and 24 Avenue NE,-114.0134386,51.07426293,9.9,75,34,10,24.1,90.02,Mostly Cloudy ,4
Westbound Country Hills Boulevard and 14 Street NE,-114.02852,51.15437982,-4,81,34,26,9.7,88.04, ,0
Westbound Country Hills Boulevard and 14 Street NE,-114.02852,51.15437982,-4,81,34,26,9.7,88.04, ,0
Westbound Country Hills Boulevard and 14 Street NE,-114.02852,51.15437982,7.2,54,33,29,24.1,88.67,Thunderstorms ,0
Westbound Country Hills Boulevard and 14 Street NE,-114.02852,51.15437982,7.2,54,33,29,24.1,88.67,Thunderstorms ,0
36 Street and Memorial Drive E,-113.9818881,51.05224472,-4,81,34,26,9.7,88.04, ,4
Northbound Falconridge Boulevard and Falconridge Drive NE,-113.9582569,51.09983294,-2.2,93,32,23,0.4,88.02,Heavy Snow ,4
Northbound Falconridge Boulevard and Falconridge Drive NE,-113.9582569,51.09983294,-2.2,93,32,23,0.4,88.02,Heavy Snow ,4
Northbound Falconridge Boulevard and Falconridge Drive NE,-113.9582569,51.09983294,-2.2,93,32,23,0.4,88.02,Heavy Snow ,4
Northbound Falconridge Boulevard and Falconridge Drive NE,-113.9582627,51.09993425,-9.9,71,23,5,19.3,88.18, ,4
Northbound Falconridge Boulevard and Falconridge Drive NE,-113.9582627,51.09993425,-9.9,71,23,5,19.3,88.18, ,4
Northbound Falconridge Boulevard and Falconridge Drive NE,-113.9582627,51.09993425,-9.9,71,23,5,19.3,88.18, ,4
Northbound Falconridge Boulevard and Falconridge Drive NE,-113.9582569,51.09983294,-9.8,86,2,16,16.1,87.31,Mostly Cloudy ,4
Northbound Falconridge Boulevard and Falconridge Drive NE,-113.9582569,51.09983294,-9.8,86,2,16,16.1,87.31,Mostly Cloudy ,4
Northbound Falconridge Boulevard and Falconridge Drive NE,-113.9582569,51.09983294,-9.8,86,2,16,16.1,87.31,Mostly Cloudy ,4
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-2.2,93,32,23,0.4,88.02,Heavy Snow ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-2.2,93,32,23,0.4,88.02,Heavy Snow ,4
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-2.2,93,32,23,0.4,88.02,Heavy Snow ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-2.2,93,32,23,0.4,88.02,Heavy Snow ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-2.2,93,32,23,0.4,88.02,Heavy Snow ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-2.2,93,32,23,0.4,88.02,Heavy Snow ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-2.2,93,32,23,0.4,88.02,Heavy Snow ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9209418,50.98496616,-3.4,90,2,28,1,89.7, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9209418,50.98496616,-3.4,90,2,28,1,89.7, ,4
Northbound Stoney Trail and Glenmore Trail SE,-113.9209418,50.98496616,-3.4,90,2,28,1,89.7, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9209418,50.98496616,-3.4,90,2,28,1,89.7, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9209418,50.98496616,-3.4,90,2,28,1,89.7, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9209418,50.98496616,-3.4,90,2,28,1,89.7, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9209418,50.98496616,-3.4,90,2,28,1,89.7, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.9,86,33,18,2.8,88.77, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.9,86,33,18,2.8,88.77, ,4
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.9,86,33,18,2.8,88.77, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.9,86,33,18,2.8,88.77, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.9,86,33,18,2.8,88.77, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.9,86,33,18,2.8,88.77, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.9,86,33,18,2.8,88.77, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,12.6,55,36,30,24.1,88.56,25,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,12.6,55,36,30,24.1,88.56,25,4
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,12.6,55,36,30,24.1,88.56,25,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,12.6,55,36,30,24.1,88.56,25,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,12.6,55,36,30,24.1,88.56,25,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,12.6,55,36,30,24.1,88.56,25,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,12.6,55,36,30,24.1,88.56,25,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.2,90,18,9,6.4,87.73, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.2,90,18,9,6.4,87.73, ,4
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.2,90,18,9,6.4,87.73, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.2,90,18,9,6.4,87.73, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.2,90,18,9,6.4,87.73, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.2,90,18,9,6.4,87.73, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.2,90,18,9,6.4,87.73, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.9,81,5,5,6.4,88.42, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.9,81,5,5,6.4,88.42, ,4
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.9,81,5,5,6.4,88.42, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.9,81,5,5,6.4,88.42, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.9,81,5,5,6.4,88.42, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.9,81,5,5,6.4,88.42, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.9,81,5,5,6.4,88.42, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.5,86,36,29,8.1,87.84, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.5,86,36,29,8.1,87.84, ,4
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.5,86,36,29,8.1,87.84, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.5,86,36,29,8.1,87.84, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.5,86,36,29,8.1,87.84, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.5,86,36,29,8.1,87.84, ,3
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.5,86,36,29,8.1,87.84, ,3
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-2.2,93,32,23,0.4,88.02,Heavy Snow ,3
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-2.2,93,32,23,0.4,88.02,Heavy Snow ,3
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-2.2,93,32,23,0.4,88.02,Heavy Snow ,3
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-2.2,93,32,23,0.4,88.02,Heavy Snow ,3
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-2.2,93,32,23,0.4,88.02,Heavy Snow ,3
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,1.8,60,17,23,24.1,89.21,Mostly Cloudy ,3
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,1.8,60,17,23,24.1,89.21,Mostly Cloudy ,3
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,1.8,60,17,23,24.1,89.21,Mostly Cloudy ,3
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,1.8,60,17,23,24.1,89.21,Mostly Cloudy ,3
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,1.8,60,17,23,24.1,89.21,Mostly Cloudy ,3
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-7.8,38,27,15,48.3,88.62,Clear ,3
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-7.8,38,27,15,48.3,88.62,Clear ,3
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-7.8,38,27,15,48.3,88.62,Clear ,3
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-7.8,38,27,15,48.3,88.62,Clear ,3
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-7.8,38,27,15,48.3,88.62,Clear ,3
Stoney Trail and 114 Avenue SE,-113.9200031,50.9522109,-3.4,91,2,28,0.8,89.75, ,3
Stoney Trail and 114 Avenue SE,-113.9200031,50.9522109,-3.4,91,2,28,0.8,89.75, ,3
Stoney Trail and 114 Avenue SE,-113.9200031,50.9522109,-3.4,91,2,28,0.8,89.75, ,3
Stoney Trail and 114 Avenue SE,-113.9200031,50.9522109,-3.4,91,2,28,0.8,89.75, ,3
Stoney Trail and 114 Avenue SE,-113.9200031,50.9522109,-3.4,91,2,28,0.8,89.75, ,3
Stoney Trail and 114 Avenue SE,-113.9209273,50.95490508,-4.2,90,3,26,3.2,89.8, ,3
Stoney Trail and 114 Avenue SE,-113.9209273,50.95490508,-4.2,90,3,26,3.2,89.8, ,3
Stoney Trail and 114 Avenue SE,-113.9209273,50.95490508,-4.2,90,3,26,3.2,89.8, ,3
Stoney Trail and 114 Avenue SE,-113.9209273,50.95490508,-4.2,90,3,26,3.2,89.8, ,3
Stoney Trail and 114 Avenue SE,-113.9209273,50.95490508,-4.2,90,3,26,3.2,89.8, ,3
19 Street at 35 Avenue NE,-114.0116294,51.08392083,-2.9,87,31,16,2.4,87.98, ,4
Northbound Macleod Trail at 94 Avenue SE,-114.071345,50.96864378,-2.9,87,31,16,2.4,87.98, ,1
Northbound Macleod Trail at 94 Avenue SE,-114.071345,50.96864378,-2.9,87,31,16,2.4,87.98, ,1
Northbound Macleod Trail at 94 Avenue SE,-114.071345,50.96864378,-2.9,87,31,16,2.4,87.98, ,1
Northbound Macleod Trail at 94 Avenue SE,-114.0714504,50.96871267,-15.5,86,9,10,4,89.07, ,1
Northbound Macleod Trail at 94 Avenue SE,-114.0714504,50.96871267,-15.5,86,9,10,4,89.07, ,1
Northbound Macleod Trail at 94 Avenue SE,-114.0714504,50.96871267,-15.5,86,9,10,4,89.07, ,1
Northbound Macleod Trail at 94 Avenue SE,-114.0717071,50.96863232,-3.7,58,2,11,32.2,88.49,Cloudy ,1
Northbound Macleod Trail at 94 Avenue SE,-114.0717071,50.96863232,-3.7,58,2,11,32.2,88.49,Cloudy ,1
Northbound Macleod Trail at 94 Avenue SE,-114.0717071,50.96863232,-3.7,58,2,11,32.2,88.49,Cloudy ,1
23 Street at 23 Avenue NE,-114.0041403,51.07347074,-3.2,87,32,19,1.6,87.97, ,4
Westbound McKnight Boulevard after Deerfoot Trail NE,-114.0478139,51.09614755,-3.2,87,32,19,1.6,87.97, ,0
Country Hills Boulevard and Freeport Drive NE,-114.0066519,51.1544365,-3.4,88,30,15,1.2,87.93, ,0
Country Hills Boulevard and Freeport Drive NE,-114.0066519,51.1544365,-3.4,88,30,15,1.2,87.93, ,0
Country Hills Boulevard and Freeport Drive NE,-114.0066519,51.1544365,-3.4,88,30,15,1.2,87.93, ,0
Country Hills Boulevard and Freeport Drive NE,-114.0059173,51.15443196,1.5,20,33,10,8.1,89.5,25,0
Country Hills Boulevard and Freeport Drive NE,-114.0059173,51.15443196,1.5,20,33,10,8.1,89.5,25,0
Country Hills Boulevard and Freeport Drive NE,-114.0059173,51.15443196,1.5,20,33,10,8.1,89.5,25,0
Country Hills Boulevard and Freeport Drive NE,-114.0066519,51.1544365,-20.9,79,3,17,0.6,89.64,Moderate Snow ,0
Country Hills Boulevard and Freeport Drive NE,-114.0066519,51.1544365,-20.9,79,3,17,0.6,89.64,Moderate Snow ,0
Country Hills Boulevard and Freeport Drive NE,-114.0066519,51.1544365,-20.9,79,3,17,0.6,89.64,Moderate Snow ,0
16 Avenue and 68 Street NE,-113.9351535,51.06702331,-3.8,87,30,18,1.2,87.91, ,4
16 Avenue and 68 Street NE,-113.9351535,51.06702331,-3.8,87,30,18,1.2,87.91, ,4
16 Avenue and 68 Street NE,-113.9351535,51.06702331,-3.8,87,30,18,1.2,87.91, ,4
16 Avenue and 68 Street NE,-113.9351535,51.06702331,-3.8,87,30,18,1.2,87.91, ,4
16 Avenue and 68 Street NE,-113.9351535,51.06702331,-3.8,87,30,18,1.2,87.91, ,4
16 Avenue and 68 Street NE,-113.9351535,51.06702331,-3.8,87,30,18,1.2,87.91, ,4
16 Avenue and 68 Street NE,-113.9351535,51.06702331,-3.8,87,30,18,1.2,87.91, ,4
16 Avenue and 68 Street NE,-113.9404309,51.06709399,-7.1,66,19,13,24.1,89.29,Clear ,4
16 Avenue and 68 Street NE,-113.9404309,51.06709399,-7.1,66,19,13,24.1,89.29,Clear ,4
16 Avenue and 68 Street NE,-113.9404309,51.06709399,-7.1,66,19,13,24.1,89.29,Clear ,4
16 Avenue and 68 Street NE,-113.9404309,51.06709399,-7.1,66,19,13,24.1,89.29,Clear ,4
16 Avenue and 68 Street NE,-113.9404309,51.06709399,-7.1,66,19,13,24.1,89.29,Clear ,4
16 Avenue and 68 Street NE,-113.9404309,51.06709399,-7.1,66,19,13,24.1,89.29,Clear ,4
16 Avenue and 68 Street NE,-113.9404309,51.06709399,-7.1,66,19,13,24.1,89.29,Clear ,4
16 Avenue and 68 Street NE,-113.9377204,51.0670933,-7.9,52,19,5,64.4,89.34,Clear ,4
16 Avenue and 68 Street NE,-113.9377204,51.0670933,-7.9,52,19,5,64.4,89.34,Clear ,4
16 Avenue and 68 Street NE,-113.9377204,51.0670933,-7.9,52,19,5,64.4,89.34,Clear ,4
16 Avenue and 68 Street NE,-113.9377204,51.0670933,-7.9,52,19,5,64.4,89.34,Clear ,4
16 Avenue and 68 Street NE,-113.9377204,51.0670933,-7.9,52,19,5,64.4,89.34,Clear ,4
16 Avenue and 68 Street NE,-113.9377204,51.0670933,-7.9,52,19,5,64.4,89.34,Clear ,4
16 Avenue and 68 Street NE,-113.9377204,51.0670933,-7.9,52,19,5,64.4,89.34,Clear ,4
16 Avenue and 68 Street NE,-113.9350989,51.06698436,13.2,46,17,27,9.7,89.48,28,4
16 Avenue and 68 Street NE,-113.9350989,51.06698436,13.2,46,17,27,9.7,89.48,28,4
16 Avenue and 68 Street NE,-113.9350989,51.06698436,13.2,46,17,27,9.7,89.48,28,4
16 Avenue and 68 Street NE,-113.9350989,51.06698436,13.2,46,17,27,9.7,89.48,28,4
16 Avenue and 68 Street NE,-113.9350989,51.06698436,13.2,46,17,27,9.7,89.48,28,4
16 Avenue and 68 Street NE,-113.9350989,51.06698436,13.2,46,17,27,9.7,89.48,28,4
16 Avenue and 68 Street NE,-113.9350989,51.06698436,13.2,46,17,27,9.7,89.48,28,4
16 Avenue and 68 Street NE,-113.9350178,51.06683607,13.2,46,17,27,9.7,89.48,28,4
16 Avenue and 68 Street NE,-113.9350178,51.06683607,13.2,46,17,27,9.7,89.48,28,4
16 Avenue and 68 Street NE,-113.9350178,51.06683607,13.2,46,17,27,9.7,89.48,28,4
16 Avenue and 68 Street NE,-113.9350178,51.06683607,13.2,46,17,27,9.7,89.48,28,4
16 Avenue and 68 Street NE,-113.9350178,51.06683607,13.2,46,17,27,9.7,89.48,28,4
16 Avenue and 68 Street NE,-113.9350178,51.06683607,13.2,46,17,27,9.7,89.48,28,4
16 Avenue and 68 Street NE,-113.9350178,51.06683607,13.2,46,17,27,9.7,89.48,28,4
16 Avenue and 68 Street NE,-113.9351332,51.06702672,8.8,25,2,19,24.1,88.96,32,4
16 Avenue and 68 Street NE,-113.9351332,51.06702672,8.8,25,2,19,24.1,88.96,32,4
16 Avenue and 68 Street NE,-113.9351332,51.06702672,8.8,25,2,19,24.1,88.96,32,4
16 Avenue and 68 Street NE,-113.9351332,51.06702672,8.8,25,2,19,24.1,88.96,32,4
16 Avenue and 68 Street NE,-113.9351332,51.06702672,8.8,25,2,19,24.1,88.96,32,4
16 Avenue and 68 Street NE,-113.9351332,51.06702672,8.8,25,2,19,24.1,88.96,32,4
16 Avenue and 68 Street NE,-113.9351332,51.06702672,8.8,25,2,19,24.1,88.96,32,4
16 Avenue and 68 Street NE,-113.9377204,51.0670933,-24.2,74,36,21,0.2,89.83,Heavy Snow ,4
16 Avenue and 68 Street NE,-113.9377204,51.0670933,-24.2,74,36,21,0.2,89.83,Heavy Snow ,4
16 Avenue and 68 Street NE,-113.9377204,51.0670933,-24.2,74,36,21,0.2,89.83,Heavy Snow ,4
16 Avenue and 68 Street NE,-113.9377204,51.0670933,-24.2,74,36,21,0.2,89.83,Heavy Snow ,4
16 Avenue and 68 Street NE,-113.9377204,51.0670933,-24.2,74,36,21,0.2,89.83,Heavy Snow ,4
16 Avenue and 68 Street NE,-113.9377204,51.0670933,-24.2,74,36,21,0.2,89.83,Heavy Snow ,4
16 Avenue and 68 Street NE,-113.9377204,51.0670933,-24.2,74,36,21,0.2,89.83,Heavy Snow ,4
Eastbound Stoney Trail at Sarcee Trail NW,-114.1586983,51.15204254,-3.8,87,30,18,1.2,87.91, ,2
Eastbound Stoney Trail at Sarcee Trail NW,-114.1586983,51.15204254,-3.8,87,30,18,1.2,87.91, ,2
Eastbound Stoney Trail at Sarcee Trail NW,-114.163231,51.15184789,-11.7,87,6,19,2,89.71,Snow Grains ,2
Eastbound Stoney Trail at Sarcee Trail NW,-114.163231,51.15184789,-11.7,87,6,19,2,89.71,Snow Grains ,2
Northbound Stoney Trail approaching Glenmore Trail SE,-113.9199772,50.97336268,-3.6,86,30,21,2,87.87, ,3
Northbound Stoney Trail approaching Glenmore Trail SE,-113.9199772,50.97336268,-3.6,86,30,21,2,87.87, ,3
Northbound Stoney Trail approaching Glenmore Trail SE,-113.9198404,50.97409661,-6.8,91,23,8,19.3,88.3,Mostly Cloudy ,3
Northbound Stoney Trail approaching Glenmore Trail SE,-113.9198404,50.97409661,-6.8,91,23,8,19.3,88.3,Mostly Cloudy ,3
Westbound Mckenzie Towne Blvd approaching Deerfoot Trail SE,-113.9694462,50.91652685,-3.6,86,30,21,2,87.87, ,3
Westbound Stoney Trail to Northbound Sarcee Trail NW,-114.1579792,51.15254397,-3.6,86,30,21,2,87.87, ,2
Eastbound Glenmore Trail approaching Centre Street SW,-114.0596122,50.99391367,-3.6,86,30,21,2,87.87, ,1
Northbound Stoney Trail approaching Peigan Trail SE,-113.9210327,51.00853354,-3.2,90,31,12,2,87.84, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9210327,51.00853354,-3.2,90,31,12,2,87.84, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9210327,51.00853354,-3.2,90,31,12,2,87.84, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9210327,51.00853354,-3.2,90,31,12,2,87.84, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9210327,51.00853354,-3.2,90,31,12,2,87.84, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9210327,51.00853354,-3.2,90,31,12,2,87.84, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9213431,51.00784594,-8.1,34,29,30,24.1,87.76,Mainly Clear ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9213431,51.00784594,-8.1,34,29,30,24.1,87.76,Mainly Clear ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9213431,51.00784594,-8.1,34,29,30,24.1,87.76,Mainly Clear ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9213431,51.00784594,-8.1,34,29,30,24.1,87.76,Mainly Clear ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9213431,51.00784594,-8.1,34,29,30,24.1,87.76,Mainly Clear ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9213431,51.00784594,-8.1,34,29,30,24.1,87.76,Mainly Clear ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9211604,51.00808423,-4.4,87,36,11,9.7,89.41, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9211604,51.00808423,-4.4,87,36,11,9.7,89.41, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9211604,51.00808423,-4.4,87,36,11,9.7,89.41, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9211604,51.00808423,-4.4,87,36,11,9.7,89.41, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9211604,51.00808423,-4.4,87,36,11,9.7,89.41, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9211604,51.00808423,-4.4,87,36,11,9.7,89.41, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9210726,51.00904581,-10.3,81,10,7,1.2,89.62, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9210726,51.00904581,-10.3,81,10,7,1.2,89.62, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9210726,51.00904581,-10.3,81,10,7,1.2,89.62, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9210726,51.00904581,-10.3,81,10,7,1.2,89.62, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9210726,51.00904581,-10.3,81,10,7,1.2,89.62, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9210726,51.00904581,-10.3,81,10,7,1.2,89.62, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9207562,51.00783332,12.3,80,27,15,16.1,88.55, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9207562,51.00783332,12.3,80,27,15,16.1,88.55, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9207562,51.00783332,12.3,80,27,15,16.1,88.55, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9207562,51.00783332,12.3,80,27,15,16.1,88.55, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9207562,51.00783332,12.3,80,27,15,16.1,88.55, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9207562,51.00783332,12.3,80,27,15,16.1,88.55, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9301102,51.01507229,-11.9,89,4,13,2.4,88.64, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9301102,51.01507229,-11.9,89,4,13,2.4,88.64, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9301102,51.01507229,-11.9,89,4,13,2.4,88.64, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9301102,51.01507229,-11.9,89,4,13,2.4,88.64, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9301102,51.01507229,-11.9,89,4,13,2.4,88.64, ,4
Northbound Stoney Trail approaching Peigan Trail SE,-113.9301102,51.01507229,-11.9,89,4,13,2.4,88.64, ,4
Southbound Deerfoot Trail after 17 Avenue SE,-114.008612,51.03703509,-3.2,90,31,12,2,87.84, ,4
Southbound Deerfoot Trail after 17 Avenue SE,-114.008612,51.03703509,-3.2,90,31,12,2,87.84, ,4
Southbound Deerfoot Trail after 17 Avenue SE,-114.008612,51.03703509,-3.2,90,31,12,2,87.84, ,4
Southbound Deerfoot Trail after 17 Avenue SE,-114.008612,51.03703509,-3.2,90,31,12,2,87.84, ,4
Southbound Deerfoot Trail after 17 Avenue SE,-113.9991017,51.03334016,12,45,5,13,24.1,88.58,27,4
Southbound Deerfoot Trail after 17 Avenue SE,-113.9991017,51.03334016,12,45,5,13,24.1,88.58,27,4
Southbound Deerfoot Trail after 17 Avenue SE,-113.9991017,51.03334016,12,45,5,13,24.1,88.58,27,4
Southbound Deerfoot Trail after 17 Avenue SE,-113.9991017,51.03334016,12,45,5,13,24.1,88.58,27,4
Southbound Deerfoot Trail after 17 Avenue SE,-114.0040005,51.03636137,-23.6,73,1,23,2.4,90.26, ,4
Southbound Deerfoot Trail after 17 Avenue SE,-114.0040005,51.03636137,-23.6,73,1,23,2.4,90.26, ,4
Southbound Deerfoot Trail after 17 Avenue SE,-114.0040005,51.03636137,-23.6,73,1,23,2.4,90.26, ,4
Southbound Deerfoot Trail after 17 Avenue SE,-114.0040005,51.03636137,-23.6,73,1,23,2.4,90.26, ,4
Southbound Deerfoot Trail after 17 Avenue SE,-113.9977976,51.03170293,-14.6,87,2,26,2,88.08, ,4
Southbound Deerfoot Trail after 17 Avenue SE,-113.9977976,51.03170293,-14.6,87,2,26,2,88.08, ,4
Southbound Deerfoot Trail after 17 Avenue SE,-113.9977976,51.03170293,-14.6,87,2,26,2,88.08, ,4
Southbound Deerfoot Trail after 17 Avenue SE,-113.9977976,51.03170293,-14.6,87,2,26,2,88.08, ,4
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9216591,50.98917415,-3.2,90,31,12,2,87.84, ,4
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9216591,50.98917415,-3.2,90,31,12,2,87.84, ,4
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9216591,50.98917415,-3.2,90,31,12,2,87.84, ,3
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9216591,50.98917415,-3.2,90,31,12,2,87.84, ,3
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9218538,50.98493162,0.6,47,14,13,48.3,89.02,Mainly Clear ,4
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9218538,50.98493162,0.6,47,14,13,48.3,89.02,Mainly Clear ,4
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9218538,50.98493162,0.6,47,14,13,48.3,89.02,Mainly Clear ,3
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9218538,50.98493162,0.6,47,14,13,48.3,89.02,Mainly Clear ,3
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9292702,50.97964026,2.9,30,14,19,64.4,88.39,Mostly Cloudy ,4
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9292702,50.97964026,2.9,30,14,19,64.4,88.39,Mostly Cloudy ,4
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9292702,50.97964026,2.9,30,14,19,64.4,88.39,Mostly Cloudy ,3
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9292702,50.97964026,2.9,30,14,19,64.4,88.39,Mostly Cloudy ,3
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9292702,50.97964026,-19.6,76,35,32,9.7,89.38, ,4
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9292702,50.97964026,-19.6,76,35,32,9.7,89.38, ,4
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9292702,50.97964026,-19.6,76,35,32,9.7,89.38, ,3
Southbound Stoney Trail approaching Glenmore Trail SE,-113.9292702,50.97964026,-19.6,76,35,32,9.7,89.38, ,3
